year,mineral,country,is_rare_earth,end_use,mine_production_tonnes,production_share_pct,reserves_tonnes,years_of_reserves,refined_share_pct,price_usd_per_tonne,demand_growth_pct,export_control_active,hhi,top_country_share_pct,supply_risk_score,high_supply_risk,disruption,disruption_next_year
2023,Gallium,Japan,0,semiconductor,13.4,2.13,689.0,51.3,1.7,370286.96,7.8,0,0.9053,99.62,70.0,1,0,0.0
2024,Gallium,Japan,0,semiconductor,13.0,2.0,763.0,58.6,1.6,391184.96,8.3,0,0.9101,100.0,76.0,1,0,0.0
2025,Gallium,Japan,0,semiconductor,13.9,2.09,667.0,47.9,1.67,426751.97,5.8,0,0.9026,95.67,70.5,1,0,0.0
2026,Gallium,Japan,0,semiconductor,15.0,2.03,477.0,31.9,1.62,414497.15,11.8,0,0.8998,89.61,71.0,1,0,
2015,Gallium,Russia,0,semiconductor,10.1,2.11,258.0,25.5,1.69,291946.68,20.4,0,0.8971,91.13,75.0,1,0,0.0
2016,Gallium,Russia,0,semiconductor,9.4,1.86,244.0,26.0,1.49,289721.12,9.3,0,0.8989,88.38,81.6,1,0,0.0
2017,Gallium,Russia,0,semiconductor,10.3,1.97,476.0,46.3,1.58,287840.73,2.6,0,0.9025,90.65,76.4,1,0,0.0
2018,Gallium,Russia,0,semiconductor,11.0,2.05,101.0,9.1,1.64,359039.16,5.8,0,0.9059,99.49,89.2,1,0,0.0
2019,Gallium,Russia,0,semiconductor,11.0,1.95,164.0,14.9,1.56,325572.98,11.3,0,0.9078,97.32,92.7,1,0,0.0
2020,Gallium,Russia,0,semiconductor,11.0,1.88,245.0,22.2,1.51,322041.01,6.6,0,0.8993,91.3,83.1,1,0,0.0
2021,Gallium,Russia,0,semiconductor,12.4,2.04,231.0,18.6,1.63,330442.14,9.4,0,0.9013,94.88,74.2,1,0,0.0
2022,Gallium,Russia,0,semiconductor,12.4,1.95,214.0,17.2,1.56,395716.17,4.7,0,0.9078,100.11,81.0,1,0,0.0
2023,Gallium,Russia,0,semiconductor,12.3,1.95,267.0,21.7,1.56,370286.96,7.6,0,0.9053,99.62,87.5,1,0,0.0
2024,Gallium,Russia,0,semiconductor,12.1,1.86,489.0,40.2,1.49,391184.96,14.5,0,0.9101,100.0,75.3,1,0,0.0
2025,Gallium,Russia,0,semiconductor,13.3,2.0,576.0,43.3,1.6,426751.97,12.5,0,0.9026,95.67,86.4,1,0,0.0
2026,Gallium,Russia,0,semiconductor,14.2,1.92,388.0,27.4,1.54,414497.15,6.8,0,0.8998,89.61,75.9,1,0,
2015,Gallium,SouthKorea,0,semiconductor,4.6,0.95,120.0,26.3,0.76,291946.68,13.0,0,0.8971,91.13,72.8,1,0,0.0
2016,Gallium,SouthKorea,0,semiconductor,5.3,1.04,109.0,20.6,0.83,289721.12,12.4,0,0.8989,88.38,70.6,1,0,0.0
2017,Gallium,SouthKorea,0,semiconductor,4.9,0.95,267.0,54.1,0.76,287840.73,13.4,0,0.9025,90.65,69.7,1,0,0.0
2018,Gallium,SouthKorea,0,semiconductor,5.2,0.97,69.0,13.2,0.78,359039.16,14.6,0,0.9059,99.49,80.9,1,0,0.0
2019,Gallium,SouthKorea,0,semiconductor,5.6,1.0,272.0,48.5,0.8,325572.98,8.2,0,0.9078,97.32,68.4,1,0,0.0
2020,Gallium,SouthKorea,0,semiconductor,5.9,1.02,73.0,12.3,0.81,322041.01,9.2,0,0.8993,91.3,69.6,1,0,0.0
2021,Gallium,SouthKorea,0,semiconductor,6.0,0.99,354.0,59.0,0.79,330442.14,9.0,0,0.9013,94.88,64.5,1,0,0.0
2022,Gallium,SouthKorea,0,semiconductor,6.3,0.99,246.0,38.9,0.79,395716.17,8.3,0,0.9078,100.11,63.1,1,0,0.0
2023,Gallium,SouthKorea,0,semiconductor,6.6,1.05,303.0,45.9,0.84,370286.96,7.2,0,0.9053,99.62,66.6,1,0,0.0
2024,Gallium,SouthKorea,0,semiconductor,6.6,1.01,114.0,17.3,0.81,391184.96,7.7,0,0.9101,100.0,68.1,1,0,0.0
2025,Gallium,SouthKorea,0,semiconductor,6.6,0.99,185.0,27.9,0.79,426751.97,8.6,0,0.9026,95.67,78.5,1,0,0.0
2026,Gallium,SouthKorea,0,semiconductor,7.1,0.96,266.0,37.7,0.77,414497.15,5.5,0,0.8998,89.61,69.1,1,0,
2015,Germanium,Belgium,0,semiconductor,6.4,4.92,324.0,50.8,3.94,1431121.3,11.8,0,0.6486,81.05,47.9,0,0,0.0
2016,Germanium,Belgium,0,semiconductor,7.1,5.31,195.0,27.5,4.24,1306428.52,6.7,0,0.6472,79.33,51.9,1,0,0.0
2017,Germanium,Belgium,0,semiconductor,7.1,5.22,172.0,24.4,4.18,1362789.44,9.4,0,0.635,78.25,51.2,1,0,0.0
2018,Germanium,Belgium,0,semiconductor,7.9,5.16,235.0,29.8,4.12,1424924.54,-2.0,0,0.6437,77.43,56.9,1,0,0.0
2019,Germanium,Belgium,0,semiconductor,7.6,5.09,251.0,33.2,4.07,1555307.52,8.1,0,0.6485,79.88,50.2,1,0,0.0
2020,Germanium,Belgium,0,semiconductor,8.6,5.32,99.0,11.5,4.25,1702524.33,6.5,0,0.6565,82.23,53.3,1,0,0.0
2021,Germanium,Belgium,0,semiconductor,8.2,4.87,275.0,33.6,3.89,1580115.51,7.7,0,0.6469,77.9,43.6,0,0,0.0
2022,Germanium,Belgium,0,semiconductor,9.0,5.28,296.0,32.8,4.22,1534453.76,3.0,0,0.6418,78.14,53.1,1,0,0.0
2023,Germanium,Belgium,0,semiconductor,8.3,4.84,209.0,25.1,3.87,1764407.78,11.1,0,0.6576,82.09,50.8,1,0,0.0
2024,Germanium,Belgium,0,semiconductor,8.7,4.71,122.0,14.0,3.76,1639646.21,12.0,0,0.6585,82.47,58.1,1,0,0.0
2025,Germanium,Belgium,0,semiconductor,9.3,4.98,315.0,33.7,3.99,1771881.92,15.5,0,0.6531,79.29,50.8,1,0,0.0
2026,Germanium,Belgium,0,semiconductor,10.4,5.2,426.0,40.9,4.16,1958976.78,6.8,0,0.6614,84.33,52.2,1,0,
2015,Germanium,Canada,0,semiconductor,5.5,4.23,212.0,38.6,3.39,1431121.3,11.4,0,0.6486,81.05,50.3,1,0,0.0
2016,Germanium,Canada,0,semiconductor,5.3,3.94,247.0,46.9,3.15,1306428.52,9.7,0,0.6472,79.33,43.4,0,0,0.0
2017,Germanium,Canada,0,semiconductor,5.8,4.26,338.0,58.7,3.41,1362789.44,2.5,0,0.635,78.25,55.5,1,0,0.0
2018,Germanium,Canada,0,semiconductor,5.9,3.86,180.0,30.4,3.09,1424924.54,4.1,0,0.6437,77.43,47.4,0,0,0.0
2019,Germanium,Canada,0,semiconductor,6.2,4.14,124.0,20.1,3.32,1555307.52,11.0,0,0.6485,79.88,52.9,1,0,0.0
2020,Germanium,Canada,0,semiconductor,6.4,3.92,169.0,26.6,3.14,1702524.33,16.8,0,0.6565,82.23,54.8,1,0,0.0
2021,Germanium,Canada,0,semiconductor,6.4,3.83,369.0,57.3,3.07,1580115.51,11.8,0,0.6469,77.9,40.5,0,0,0.0
2022,Germanium,Canada,0,semiconductor,6.8,3.99,332.0,48.7,3.19,1534453.76,9.8,0,0.6418,78.14,52.7,1,0,0.0
2023,Germanium,Canada,0,semiconductor,6.4,3.74,129.0,20.0,2.99,1764407.78,6.2,0,0.6576,82.09,50.1,1,0,0.0
2024,Germanium,Canada,0,semiconductor,6.9,3.73,208.0,30.0,2.98,1639646.21,7.7,0,0.6585,82.47,57.1,1,0,0.0
2025,Germanium,Canada,0,semiconductor,7.0,3.74,97.0,13.8,2.99,1771881.92,11.0,0,0.6531,79.29,54.9,1,0,0.0
2026,Germanium,Canada,0,semiconductor,7.7,3.84,380.0,49.4,3.07,1958976.78,8.7,0,0.6614,84.33,52.6,1,0,
2015,Germanium,China,0,semiconductor,105.3,81.05,4222.0,40.1,100.0,1431121.3,4.7,0,0.6486,81.05,58.2,1,0,0.0
2016,Germanium,China,0,semiconductor,106.0,79.33,3810.0,35.9,100.0,1306428.52,7.7,0,0.6472,79.33,62.1,1,0,0.0
2017,Germanium,China,0,semiconductor,105.8,78.25,3341.0,31.6,100.0,1362789.44,11.4,0,0.635,78.25,60.6,1,0,0.0
2018,Germanium,China,0,semiconductor,118.6,77.43,4220.0,35.6,100.0,1424924.54,11.9,0,0.6437,77.43,57.0,1,0,0.0
2019,Germanium,China,0,semiconductor,118.6,79.88,5707.0,48.1,100.0,1555307.52,6.0,0,0.6485,79.88,58.5,1,0,0.0
2020,Germanium,China,0,semiconductor,133.2,82.23,1553.0,11.7,100.0,1702524.33,5.4,0,0.6565,82.23,69.8,1,0,0.0
2021,Germanium,China,0,semiconductor,130.9,77.9,5574.0,42.6,100.0,1580115.51,8.9,0,0.6469,77.9,59.5,1,0,0.0
2022,Germanium,China,0,semiconductor,133.7,78.14,7822.0,58.5,100.0,1534453.76,17.9,0,0.6418,78.14,66.9,1,0,1.0
2023,Germanium,China,0,semiconductor,141.0,82.09,1760.0,12.5,100.0,1764407.78,6.4,1,0.6576,82.09,86.1,1,1,0.0
2024,Germanium,China,0,semiconductor,153.1,82.47,1263.0,8.2,100.0,1639646.21,0.7,1,0.6585,82.47,88.3,1,0,0.0
2025,Germanium,China,0,semiconductor,148.3,79.29,8635.0,58.2,100.0,1771881.92,6.1,1,0.6531,79.29,79.2,1,0,0.0
2026,Germanium,China,0,semiconductor,169.0,84.33,2669.0,15.8,100.0,1958976.78,12.2,1,0.6614,84.33,79.1,1,0,
2015,Germanium,Russia,0,semiconductor,6.8,5.27,369.0,53.8,4.22,1431121.3,7.3,0,0.6486,81.05,60.2,1,0,0.0
2016,Germanium,Russia,0,semiconductor,6.8,5.07,393.0,58.0,4.06,1306428.52,18.6,0,0.6472,79.33,58.0,1,0,0.0
2017,Germanium,Russia,0,semiconductor,7.0,5.16,206.0,29.6,4.13,1362789.44,6.2,0,0.635,78.25,50.3,1,0,0.0
2018,Germanium,Russia,0,semiconductor,7.5,4.91,209.0,27.9,3.93,1424924.54,11.0,0,0.6437,77.43,61.4,1,0,0.0
2019,Germanium,Russia,0,semiconductor,7.2,4.87,381.0,52.7,3.89,1555307.52,9.3,0,0.6485,79.88,61.2,1,0,0.0
2020,Germanium,Russia,0,semiconductor,7.9,4.87,132.0,16.7,3.9,1702524.33,14.0,0,0.6565,82.23,51.0,1,0,0.0
2021,Germanium,Russia,0,semiconductor,8.1,4.79,322.0,40.0,3.83,1580115.51,3.0,0,0.6469,77.9,59.6,1,0,0.0
2022,Germanium,Russia,0,semiconductor,8.7,5.06,489.0,56.5,4.05,1534453.76,11.4,0,0.6418,78.14,61.9,1,0,0.0
2023,Germanium,Russia,0,semiconductor,8.4,4.91,313.0,37.1,3.92,1764407.78,12.9,0,0.6576,82.09,59.9,1,0,0.0
2024,Germanium,Russia,0,semiconductor,9.9,5.31,151.0,15.3,4.25,1639646.21,8.1,0,0.6585,82.47,59.9,1,0,0.0
2025,Germanium,Russia,0,semiconductor,8.9,4.74,486.0,54.8,3.79,1771881.92,4.3,0,0.6531,79.29,67.2,1,0,0.0
2026,Germanium,Russia,0,semiconductor,10.1,5.03,162.0,16.1,4.03,1958976.78,8.6,0,0.6614,84.33,76.0,1,0,
2015,Germanium,USA,0,semiconductor,7.7,5.97,119.0,15.3,4.77,1431121.3,7.8,0,0.6486,81.05,50.4,1,0,0.0
2016,Germanium,USA,0,semiconductor,7.7,5.76,461.0,59.8,4.61,1306428.52,9.0,0,0.6472,79.33,55.8,1,0,0.0
2017,Germanium,USA,0,semiconductor,8.4,6.19,305.0,36.5,4.96,1362789.44,8.3,0,0.635,78.25,50.6,1,0,0.0
2018,Germanium,USA,0,semiconductor,9.1,5.96,440.0,48.2,4.77,1424924.54,5.5,0,0.6437,77.43,52.5,1,0,0.0
2019,Germanium,USA,0,semiconductor,8.9,6.01,86.0,9.7,4.8,1555307.52,13.4,0,0.6485,79.88,64.4,1,0,0.0
2020,Germanium,USA,0,semiconductor,9.6,5.91,454.0,47.4,4.73,1702524.33,13.6,0,0.6565,82.23,48.7,1,0,0.0
2021,Germanium,USA,0,semiconductor,10.5,6.26,93.0,8.9,5.01,1580115.51,12.8,0,0.6469,77.9,49.0,1,0,0.0
2022,Germanium,USA,0,semiconductor,10.1,5.9,339.0,33.6,4.72,1534453.76,17.3,0,0.6418,78.14,50.8,1,0,0.0
2023,Germanium,USA,0,semiconductor,11.0,6.42,473.0,42.9,5.13,1764407.78,10.1,0,0.6576,82.09,48.3,1,0,0.0
2024,Germanium,USA,0,semiconductor,11.5,6.17,535.0,46.7,4.94,1639646.21,7.3,0,0.6585,82.47,46.6,0,0,0.0
2025,Germanium,USA,0,semiconductor,11.5,6.13,466.0,40.7,4.9,1771881.92,13.3,0,0.6531,79.29,52.4,1,0,0.0
2026,Germanium,USA,0,semiconductor,12.1,6.05,294.0,24.3,4.84,1958976.78,9.0,0,0.6614,84.33,62.1,1,0,
2015,Graphite,Brazil,0,battery,89040.6,7.55,932846.0,10.5,6.04,1100.0,19.9,0,0.4543,63.32,40.9,0,0,0.0
2016,Graphite,Brazil,0,battery,109873.5,7.9,6099701.0,55.5,6.32,1155.0,24.3,0,0.456,66.3,31.4,0,0,0.0
2017,Graphite,Brazil,0,battery,130811.7,8.16,4737869.0,36.2,6.53,1540.0,16.2,0,0.4585,66.57,36.1,0,0,0.0
2018,Graphite,Brazil,0,battery,152226.3,8.61,8352336.0,54.9,6.89,1650.0,23.2,0,0.4384,62.71,37.1,0,0,0.0
2019,Graphite,Brazil,0,battery,161144.4,8.04,7312271.0,45.4,6.43,1210.0,24.9,0,0.4581,65.52,44.2,0,0,0.0
2020,Graphite,Brazil,0,battery,189905.1,8.27,6920192.0,36.4,6.61,1100.0,22.4,0,0.4578,68.12,33.6,0,0,1.0
2021,Graphite,Brazil,0,battery,229175.5,8.91,8062874.0,35.2,7.13,1650.0,20.3,0,0.4292,62.8,37.8,0,1,0.0
2022,Graphite,Brazil,0,battery,258730.3,8.9,13869533.0,53.6,7.12,1980.0,19.6,0,0.4333,64.36,31.7,0,0,0.0
2023,Graphite,Brazil,0,battery,310642.1,8.68,9369747.0,30.2,6.95,1430.0,23.0,0,0.4188,59.73,30.9,0,0,0.0
2024,Graphite,Brazil,0,battery,341231.3,8.74,9047520.0,26.5,6.99,1155.0,17.1,0,0.4112,59.06,24.9,0,0,0.0
2025,Graphite,Brazil,0,battery,402051.1,9.25,17532414.0,43.6,7.4,1100.0,25.6,0,0.4026,59.27,32.6,0,0,0.0
2026,Graphite,Brazil,0,battery,435058.8,8.46,4326654.0,9.9,6.77,1155.0,27.7,0,0.4295,63.52,35.3,0,0,
2015,Graphite,China,0,battery,746722.0,63.32,27638426.0,37.0,94.98,1100.0,22.3,0,0.4543,63.32,37.9,0,0,0.0
2016,Graphite,China,0,battery,922517.4,66.3,9963440.0,10.8,99.45,1155.0,11.8,0,0.456,66.3,56.2,1,0,0.0
2017,Graphite,China,0,battery,1067265.9,66.57,54909115.0,51.4,99.85,1540.0,28.2,0,0.4585,66.57,45.4,0,0,0.0
2018,Graphite,China,0,battery,1108928.3,62.71,59442697.0,53.6,94.07,1650.0,20.7,0,0.4384,62.71,44.9,0,0,0.0
2019,Graphite,China,0,battery,1313776.6,65.52,55175068.0,42.0,98.27,1210.0,17.4,0,0.4581,65.52,40.9,0,0,0.0
2020,Graphite,China,0,battery,1564958.0,68.12,71640365.0,45.8,100.0,1100.0,21.0,0,0.4578,68.12,49.8,1,0,1.0
2021,Graphite,China,0,battery,1615113.5,62.8,47496981.0,29.4,94.2,1650.0,27.8,0,0.4292,62.8,37.8,0,1,0.0
2022,Graphite,China,0,battery,1871130.0,64.36,111019669.0,59.3,96.53,1980.0,32.5,0,0.4333,64.36,39.7,0,0,1.0
2023,Graphite,China,0,battery,2136636.5,59.73,59561130.0,27.9,89.59,1430.0,17.6,1,0.4188,59.73,59.6,1,1,0.0
2024,Graphite,China,0,battery,2305468.5,59.06,33562183.0,14.6,88.6,1155.0,21.9,1,0.4112,59.06,57.4,1,0,0.0
2025,Graphite,China,0,battery,2575088.5,59.27,40254348.0,15.6,88.91,1100.0,21.5,1,0.4026,59.27,54.1,1,0,0.0
2026,Graphite,China,0,battery,3265259.4,63.52,123208183.0,37.7,95.28,1155.0,28.1,1,0.4295,63.52,59.3,1,0,
2015,Graphite,India,0,battery,57922.7,4.91,2781715.0,48.0,3.93,1100.0,17.0,0,0.4543,63.32,31.2,0,0,0.0
2016,Graphite,India,0,battery,71539.2,5.14,715600.0,10.0,4.11,1155.0,21.8,0,0.456,66.3,36.9,0,0,0.0
2017,Graphite,India,0,battery,80897.7,5.05,2409893.0,29.8,4.04,1540.0,21.3,0,0.4585,66.57,34.9,0,0,0.0
2018,Graphite,India,0,battery,95248.3,5.39,1921122.0,20.2,4.31,1650.0,28.7,0,0.4384,62.71,30.1,0,0,0.0
2019,Graphite,India,0,battery,102710.4,5.12,1839562.0,17.9,4.1,1210.0,13.8,0,0.4581,65.52,37.3,0,0,0.0
2020,Graphite,India,0,battery,119660.2,5.21,1919670.0,16.0,4.17,1100.0,15.4,0,0.4578,68.12,31.0,0,0,1.0
2021,Graphite,India,0,battery,130953.2,5.09,3726207.0,28.5,4.07,1650.0,21.6,0,0.4292,62.8,36.5,0,1,0.0
2022,Graphite,India,0,battery,159809.6,5.5,5991737.0,37.5,4.4,1980.0,28.8,0,0.4333,64.36,44.7,0,0,0.0
2023,Graphite,India,0,battery,189193.3,5.29,8097009.0,42.8,4.23,1430.0,29.1,0,0.4188,59.73,32.7,0,0,0.0
2024,Graphite,India,0,battery,218618.3,5.6,8480289.0,38.8,4.48,1155.0,20.9,0,0.4112,59.06,39.6,0,0,0.0
2025,Graphite,India,0,battery,236481.3,5.44,11025903.0,46.6,4.35,1100.0,13.9,0,0.4026,59.27,29.3,0,0,0.0
2026,Graphite,India,0,battery,281050.8,5.47,3235320.0,11.5,4.37,1155.0,26.9,0,0.4295,63.52,40.6,0,0,
2015,Graphite,Madagascar,0,battery,73074.6,6.2,2399245.0,32.8,4.96,1100.0,29.7,0,0.4543,63.32,36.7,0,0,0.0
2016,Graphite,Madagascar,0,battery,89547.7,6.44,2426847.0,27.1,5.15,1155.0,28.3,0,0.456,66.3,38.0,0,0,0.0
2017,Graphite,Madagascar,0,battery,95848.3,5.98,1986624.0,20.7,4.78,1540.0,18.5,0,0.4585,66.57,39.7,0,0,0.0
2018,Graphite,Madagascar,0,battery,102545.3,5.8,851033.0,8.3,4.64,1650.0,28.5,0,0.4384,62.71,39.3,0,0,0.0
2019,Graphite,Madagascar,0,battery,121246.5,6.05,2151420.0,17.7,4.84,1210.0,20.1,0,0.4581,65.52,47.6,0,0,0.0
2020,Graphite,Madagascar,0,battery,139619.9,6.08,2429680.0,17.4,4.86,1100.0,26.2,0,0.4578,68.12,37.6,0,0,1.0
2021,Graphite,Madagascar,0,battery,164875.8,6.41,2180654.0,13.2,5.13,1650.0,10.4,0,0.4292,62.8,41.1,0,1,0.0
2022,Graphite,Madagascar,0,battery,177165.7,6.09,9334792.0,52.7,4.87,1980.0,28.1,0,0.4333,64.36,36.0,0,0,0.0
2023,Graphite,Madagascar,0,battery,219731.7,6.14,11156037.0,50.8,4.91,1430.0,32.9,0,0.4188,59.73,31.3,0,0,0.0
2024,Graphite,Madagascar,0,battery,250393.2,6.41,14454614.0,57.7,5.13,1155.0,21.0,0,0.4112,59.06,27.8,0,0,0.0
2025,Graphite,Madagascar,0,battery,286597.6,6.6,5332989.0,18.6,5.28,1100.0,18.8,0,0.4026,59.27,34.2,0,0,0.0
2026,Graphite,Madagascar,0,battery,331074.3,6.44,19293993.0,58.3,5.15,1155.0,33.9,0,0.4295,63.52,31.8,0,0,
2015,Graphite,Mozambique,0,battery,100942.2,8.56,4490216.0,44.5,6.85,1100.0,14.7,0,0.4543,63.32,34.4,0,0,0.0
2016,Graphite,Mozambique,0,battery,129486.0,9.31,5895225.0,45.5,7.44,1155.0,26.3,0,0.456,66.3,33.5,0,0,0.0
2017,Graphite,Mozambique,0,battery,149310.3,9.31,1881346.0,12.6,7.45,1540.0,22.8,0,0.4585,66.57,49.6,1,0,0.0
2018,Graphite,Mozambique,0,battery,154354.3,8.73,5630287.0,36.5,6.98,1650.0,38.0,0,0.4384,62.71,41.0,0,0,0.0
2019,Graphite,Mozambique,0,battery,177849.2,8.87,7510741.0,42.2,7.1,1210.0,15.0,0,0.4581,65.52,42.2,0,0,0.0
2020,Graphite,Mozambique,0,battery,226562.0,9.86,7878254.0,34.8,7.89,1100.0,30.6,0,0.4578,68.12,30.1,0,0,1.0
2021,Graphite,Mozambique,0,battery,236350.7,9.19,12687092.0,53.7,7.35,1650.0,30.1,0,0.4292,62.8,37.4,0,1,0.0
2022,Graphite,Mozambique,0,battery,290871.5,10.0,8628316.0,29.7,8.0,1980.0,16.7,0,0.4333,64.36,35.7,0,0,0.0
2023,Graphite,Mozambique,0,battery,340220.0,9.51,6545685.0,19.2,7.61,1430.0,20.2,0,0.4188,59.73,33.2,0,0,0.0
2024,Graphite,Mozambique,0,battery,371286.6,9.51,4296004.0,11.6,7.61,1155.0,17.4,0,0.4112,59.06,37.7,0,0,0.0
2025,Graphite,Mozambique,0,battery,434458.5,10.0,3761252.0,8.7,8.0,1100.0,20.1,0,0.4026,59.27,39.5,0,0,0.0
2026,Graphite,Mozambique,0,battery,488756.0,9.51,18744240.0,38.4,7.61,1155.0,27.9,0,0.4295,63.52,30.6,0,0,
2015,Graphite,Russia,0,battery,71403.4,6.06,4046697.0,56.7,4.84,1100.0,21.8,0,0.4543,63.32,39.7,0,0,0.0
2016,Graphite,Russia,0,battery,81497.2,5.86,4501176.0,55.2,4.69,1155.0,33.2,0,0.456,66.3,41.5,0,0,0.0
2017,Graphite,Russia,0,battery,95866.3,5.98,5580577.0,58.2,4.78,1540.0,9.3,0,0.4585,66.57,40.1,0,0,0.0
2018,Graphite,Russia,0,battery,114672.1,6.49,3687454.0,32.2,5.19,1650.0,15.7,0,0.4384,62.71,36.5,0,0,0.0
2019,Graphite,Russia,0,battery,117880.8,5.88,6175343.0,52.4,4.7,1210.0,21.3,0,0.4581,65.52,40.7,0,0,0.0
2020,Graphite,Russia,0,battery,137282.7,5.98,6884070.0,50.1,4.78,1100.0,22.5,0,0.4578,68.12,43.4,0,0,1.0
2021,Graphite,Russia,0,battery,173960.5,6.76,9921091.0,57.0,5.41,1650.0,15.6,0,0.4292,62.8,47.5,0,1,0.0
2022,Graphite,Russia,0,battery,181369.8,6.24,3298320.0,18.2,4.99,1980.0,17.4,0,0.4333,64.36,45.5,0,0,0.0
2023,Graphite,Russia,0,battery,229370.5,6.41,12723600.0,55.5,5.13,1430.0,22.3,0,0.4188,59.73,40.8,0,0,0.0
2024,Graphite,Russia,0,battery,250305.3,6.41,8806174.0,35.2,5.13,1155.0,32.0,0,0.4112,59.06,36.0,0,0,0.0
2025,Graphite,Russia,0,battery,296807.4,6.83,10779528.0,36.3,5.47,1100.0,17.2,0,0.4026,59.27,46.6,0,0,0.0
2026,Graphite,Russia,0,battery,351353.4,6.83,14655816.0,41.7,5.47,1155.0,26.8,0,0.4295,63.52,54.7,1,0,
2015,Indium,Canada,0,display,75.7,9.15,1083.0,14.3,7.32,273547.69,5.8,0,0.3937,60.55,36.1,0,0,0.0
2016,Indium,Canada,0,display,70.9,8.76,3107.0,43.8,7.0,232218.19,4.3,0,0.3885,59.7,28.1,0,0,0.0
2017,Indium,Canada,0,display,77.7,8.96,4656.0,59.9,7.17,274675.4,-0.1,0,0.3846,58.59,26.6,0,0,0.0
2018,Indium,Canada,0,display,83.6,9.25,3166.0,37.9,7.4,263448.23,2.7,0,0.3752,56.53,24.9,0,0,0.0
2019,Indium,Canada,0,display,80.6,8.77,1367.0,17.0,7.02,255726.19,6.9,0,0.3904,59.61,30.2,0,0,0.0
2020,Indium,Canada,0,display,86.8,8.7,4243.0,48.9,6.96,293544.41,4.2,0,0.3861,57.69,27.0,0,0,0.0
2021,Indium,Canada,0,display,89.1,8.58,4875.0,54.7,6.86,312007.89,11.5,0,0.3778,57.18,30.4,0,0,0.0
2022,Indium,Canada,0,display,103.2,9.53,4045.0,39.2,7.63,326743.76,8.5,0,0.3762,56.38,29.5,0,0,0.0
2023,Indium,Canada,0,display,94.9,8.47,1355.0,14.3,6.78,318885.0,8.4,0,0.3701,55.37,38.1,0,0,0.0
2024,Indium,Canada,0,display,104.2,8.84,2098.0,20.1,7.07,319228.59,6.9,0,0.3755,55.96,31.2,0,0,0.0
2025,Indium,Canada,0,display,96.4,8.5,3426.0,35.5,6.8,298906.49,14.0,0,0.3997,61.37,25.4,0,0,0.0
2026,Indium,Canada,0,display,117.3,9.5,2486.0,21.2,7.6,317947.99,0.3,0,0.3708,55.14,37.4,0,0,
2015,Indium,China,0,display,501.1,60.55,26584.0,53.0,90.82,273547.69,1.4,0,0.3937,60.55,34.5,0,0,0.0
2016,Indium,China,0,display,483.7,59.7,8553.0,17.7,89.55,232218.19,7.2,0,0.3885,59.7,37.2,0,0,0.0
2017,Indium,China,0,display,508.0,58.59,25660.0,50.5,87.88,274675.4,10.0,0,0.3846,58.59,44.1,0,0,0.0
2018,Indium,China,0,display,510.7,56.53,23525.0,46.1,84.79,263448.23,3.9,0,0.3752,56.53,35.0,0,0,0.0
2019,Indium,China,0,display,547.8,59.61,16555.0,30.2,89.42,255726.19,0.1,0,0.3904,59.61,26.6,0,0,0.0
2020,Indium,China,0,display,575.4,57.69,25804.0,44.8,86.53,293544.41,6.4,0,0.3861,57.69,39.7,0,0,0.0
2021,Indium,China,0,display,593.9,57.18,14927.0,25.1,85.77,312007.89,11.4,0,0.3778,57.18,32.9,0,0,0.0
2022,Indium,China,0,display,610.5,56.38,30833.0,50.5,84.57,326743.76,3.3,0,0.3762,56.38,38.6,0,0,0.0
2023,Indium,China,0,display,620.3,55.37,34186.0,55.1,83.06,318885.0,2.3,0,0.3701,55.37,33.2,0,0,0.0
2024,Indium,China,0,display,659.2,55.96,8418.0,12.8,83.94,319228.59,4.5,0,0.3755,55.96,47.0,0,0,0.0
2025,Indium,China,0,display,696.3,61.37,33310.0,47.8,92.05,298906.49,4.7,0,0.3997,61.37,48.5,1,0,0.0
2026,Indium,China,0,display,680.8,55.14,39438.0,57.9,82.71,317947.99,0.9,0,0.3708,55.14,35.6,0,0,
2015,Indium,France,0,display,69.3,8.37,2550.0,36.8,6.7,273547.69,8.1,0,0.3937,60.55,30.7,0,0,0.0
2016,Indium,France,0,display,61.4,7.58,3425.0,55.7,6.07,232218.19,3.4,0,0.3885,59.7,27.9,0,0,0.0
2017,Indium,France,0,display,69.4,8.0,2661.0,38.3,6.4,274675.4,6.0,0,0.3846,58.59,31.7,0,0,0.0
2018,Indium,France,0,display,71.9,7.96,4047.0,56.3,6.37,263448.23,8.4,0,0.3752,56.53,34.8,0,0,0.0
2019,Indium,France,0,display,68.4,7.44,657.0,9.6,5.95,255726.19,2.5,0,0.3904,59.61,42.8,0,0,0.0
2020,Indium,France,0,display,82.9,8.31,3758.0,45.3,6.65,293544.41,6.6,0,0.3861,57.69,32.6,0,0,0.0
2021,Indium,France,0,display,88.2,8.49,1452.0,16.5,6.79,312007.89,7.1,0,0.3778,57.18,26.1,0,0,0.0
2022,Indium,France,0,display,81.8,7.55,2810.0,34.3,6.04,326743.76,4.7,0,0.3762,56.38,28.7,0,0,0.0
2023,Indium,France,0,display,92.8,8.28,5300.0,57.1,6.63,318885.0,3.9,0,0.3701,55.37,32.8,0,0,0.0
2024,Indium,France,0,display,94.9,8.05,2323.0,24.5,6.44,319228.59,8.0,0,0.3755,55.96,34.1,0,0,0.0
